ScientificName,Family,Genus,Species,MaxN,Common,SpeciesCode,SurveyID,Site,Season,Year
Achoerodus viridis,Labridae,Achoerodus,viridis,1,Easten Blue Groper,acvi,CR-OP02_E_S2021,OP-CR,Summer,2021
Achoerodus viridis,Labridae,Achoerodus,viridis,1,Easten Blue Groper,acvi,SY-TP01_E_S2021,SY-TP,Summer,2021
Achoerodus viridis,Labridae,Achoerodus,viridis,2,Easten Blue Groper,acvi,CR-OP08_O_S2021,OP-CR,Summer,2021
Achoerodus viridis,Labridae,Achoerodus,viridis,1,Easten Blue Groper,acvi,CR-OP10_C_S2021,OP-CR,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,149,Port Jackson Glassfish,amja,CR-OP01_C_S2020,OP-CR,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,68,Port Jackson Glassfish,amja,SY-PH05_O_S2021,SY-PH,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,27,Port Jackson Glassfish,amja,SY-PH07_O_S2020,SY-PH,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,98,Port Jackson Glassfish,amja,SY-PH11_C_S2021,SY-PH,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,90,Port Jackson Glassfish,amja,CR-OP01_C_S2021,OP-CR,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,104,Port Jackson Glassfish,amja,CR-OP07_E_S2020,OP-CR,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,95,Port Jackson Glassfish,amja,CR-OP09_O_S2020,OP-CR,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,397,Port Jackson Glassfish,amja,SY-TP23_E_S2020,SY-TP,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,79,Port Jackson Glassfish,amja,CR-OP07_E_S2021,OP-CR,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,103,Port Jackson Glassfish,amja,CR-OP09_O_S2021,OP-CR,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,63,Port Jackson Glassfish,amja,CR-OP07_C_S2021,OP-CR,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,67,Port Jackson Glassfish,amja,CR-OP02_E_S2021,OP-CR,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,94,Port Jackson Glassfish,amja,SY-PH09_E_S2021,SY-PH,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,93,Port Jackson Glassfish,amja,SY-TP23_E_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,56,Port Jackson Glassfish,amja,SY-TP14_E_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,18,Port Jackson Glassfish,amja,SY-PH02_O_S2021,SY-PH,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,118,Port Jackson Glassfish,amja,CR-OP02_C_S2021,OP-CR,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,128,Port Jackson Glassfish,amja,CR-OP01_E_S2020,OP-CR,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,18,Port Jackson Glassfish,amja,SY-TP15_E_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,4,Port Jackson Glassfish,amja,SY-TP55_C_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,53,Port Jackson Glassfish,amja,SY-PH08_C_S2020,SY-PH,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,78,Port Jackson Glassfish,amja,SY-PH09_O_S2020,SY-PH,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,89,Port Jackson Glassfish,amja,SY-PH03_C_S2020,SY-PH,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,18,Port Jackson Glassfish,amja,SY-TP27_O_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,85,Port Jackson Glassfish,amja,CR-OP07_O_S2020,OP-CR,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,56,Port Jackson Glassfish,amja,CR-OP10_C_S2020,OP-CR,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,107,Port Jackson Glassfish,amja,SY-TP55_E_S2020,SY-TP,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,87,Port Jackson Glassfish,amja,CR-OP07_O_S2021,OP-CR,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,51,Port Jackson Glassfish,amja,SY-TP01_E_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,13,Port Jackson Glassfish,amja,SY-TP15_O_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,1,Port Jackson Glassfish,amja,SY-TP15_E_S2020,SY-TP,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,142,Port Jackson Glassfish,amja,CR-OP08_O_S2021,OP-CR,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,204,Port Jackson Glassfish,amja,CR-OP01_E_S2021,OP-CR,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,140,Port Jackson Glassfish,amja,CR-OP10_C_S2021,OP-CR,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,200,Port Jackson Glassfish,amja,CR-OP01_O_S2020,OP-CR,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,179,Port Jackson Glassfish,amja,SY-TP55_C_S2020,SY-TP,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,67,Port Jackson Glassfish,amja,SY-PH11_O_S2020,SY-PH,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,53,Port Jackson Glassfish,amja,CR-OP06_C_S2021,OP-CR,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,198,Port Jackson Glassfish,amja,CR-OP10_E_S2020,OP-CR,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,31,Port Jackson Glassfish,amja,SY-TP57_O_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,91,Port Jackson Glassfish,amja,SY-PH02_E_S2020,SY-PH,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,97,Port Jackson Glassfish,amja,SY-PH08_E_S2021,SY-PH,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,36,Port Jackson Glassfish,amja,SY-PH11_E_S2020,SY-PH,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,92,Port Jackson Glassfish,amja,CR-OP04_C_S2021,OP-CR,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,250,Port Jackson Glassfish,amja,SY-TP03_C_S2020,SY-TP,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,15,Port Jackson Glassfish,amja,SY-TP16_C_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,62,Port Jackson Glassfish,amja,SY-PH05_C_S2021,SY-PH,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,146,Port Jackson Glassfish,amja,CR-OP08_E_S2021,OP-CR,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,47,Port Jackson Glassfish,amja,CR-OP02_O_S2021,OP-CR,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,30,Port Jackson Glassfish,amja,CR-OP04_E_S2021,OP-CR,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,84,Port Jackson Glassfish,amja,CR-OP10_E_S2021,OP-CR,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,103,Port Jackson Glassfish,amja,SY-TP23_C_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,93,Port Jackson Glassfish,amja,SY-PH09_C_S2021,SY-PH,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,208,Port Jackson Glassfish,amja,SY-PH06_O_S2020,SY-PH,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,240,Port Jackson Glassfish,amja,CR-OP04_O_S2021,OP-CR,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,104,Port Jackson Glassfish,amja,SY-TP27_C_S2020,SY-TP,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,175,Port Jackson Glassfish,amja,SY-TP03_C_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,45,Port Jackson Glassfish,amja,CR-OP01_O_S2021,OP-CR,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,51,Port Jackson Glassfish,amja,SY-TP57_C_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,231,Port Jackson Glassfish,amja,CR-OP02_C_S2020,OP-CR,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,52,Port Jackson Glassfish,amja,SY-TP37_E_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,56,Port Jackson Glassfish,amja,SY-PH02_C_S2021,SY-PH,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,30,Port Jackson Glassfish,amja,SY-TP06_O_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,467,Port Jackson Glassfish,amja,SY-PH03_O_S2020,SY-PH,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,83,Port Jackson Glassfish,amja,CR-OP05_C_S2021,OP-CR,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,48,Port Jackson Glassfish,amja,SY-TP27_C_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,17,Port Jackson Glassfish,amja,CR-OP06_O_S2020,OP-CR,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,37,Port Jackson Glassfish,amja,SY-PH12_E_S2020,SY-PH,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,56,Port Jackson Glassfish,amja,SY-PH05_E_S2021,SY-PH,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,24,Port Jackson Glassfish,amja,CR-OP09_C_S2021,OP-CR,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,45,Port Jackson Glassfish,amja,SY-TP06_E_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,80,Port Jackson Glassfish,amja,SY-TP08_C_S2020,SY-TP,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,31,Port Jackson Glassfish,amja,SY-PH03_O_S2021,SY-PH,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,399,Port Jackson Glassfish,amja,SY-TP57_E_S2020,SY-TP,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,141,Port Jackson Glassfish,amja,CR-OP05_O_S2020,OP-CR,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,73,Port Jackson Glassfish,amja,SY-PH04_C_S2021,SY-PH,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,92,Port Jackson Glassfish,amja,CR-OP04_O_S2020,OP-CR,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,76,Port Jackson Glassfish,amja,SY-TP03_E_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,42,Port Jackson Glassfish,amja,SY-TP08_C_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,83,Port Jackson Glassfish,amja,SY-PH02_E_S2021,SY-PH,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,22,Port Jackson Glassfish,amja,CR-OP09_E_S2021,OP-CR,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,192,Port Jackson Glassfish,amja,CR-OP06_O_S2021,OP-CR,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,8,Port Jackson Glassfish,amja,SY-TP27_O_S2020,SY-TP,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,281,Port Jackson Glassfish,amja,SY-PH04_O_S2020,SY-PH,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,125,Port Jackson Glassfish,amja,CR-OP07_C_S2020,OP-CR,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,20,Port Jackson Glassfish,amja,SY-TP27_E_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,11,Port Jackson Glassfish,amja,SY-TP37_O_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,65,Port Jackson Glassfish,amja,SY-TP03_O_S2020,SY-TP,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,650,Port Jackson Glassfish,amja,CR-OP02_E_S2020,OP-CR,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,371,Port Jackson Glassfish,amja,SY-PH08_O_S2020,SY-PH,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,10,Port Jackson Glassfish,amja,SY-TP08_O_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,109,Port Jackson Glassfish,amja,SY-PH04_E_S2020,SY-PH,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,349,Port Jackson Glassfish,amja,SY-PH02_O_S2020,SY-PH,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,33,Port Jackson Glassfish,amja,SY-TP37_C_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,98,Port Jackson Glassfish,amja,CR-OP06_C_S2020,OP-CR,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,36,Port Jackson Glassfish,amja,SY-TP14_C_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,44,Port Jackson Glassfish,amja,SY-PH11_E_S2021,SY-PH,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,67,Port Jackson Glassfish,amja,SY-PH08_C_S2021,SY-PH,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,176,Port Jackson Glassfish,amja,CR-OP10_O_S2020,OP-CR,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,66,Port Jackson Glassfish,amja,SY-PH06_C_S2021,SY-PH,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,375,Port Jackson Glassfish,amja,SY-PH01_E_S2021,SY-PH,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,68,Port Jackson Glassfish,amja,CR-OP06_E_S2020,OP-CR,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,114,Port Jackson Glassfish,amja,SY-TP06_C_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,55,Port Jackson Glassfish,amja,CR-OP10_O_S2021,OP-CR,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,13,Port Jackson Glassfish,amja,SY-TP57_E_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,312,Port Jackson Glassfish,amja,CR-OP04_C_S2020,OP-CR,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,182,Port Jackson Glassfish,amja,SY-PH05_O_S2020,SY-PH,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,55,Port Jackson Glassfish,amja,CR-OP05_O_S2021,OP-CR,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,60,Port Jackson Glassfish,amja,SY-PH06_E_S2021,SY-PH,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,1,Port Jackson Glassfish,amja,SY-TP15_C_S2020,SY-TP,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,24,Port Jackson Glassfish,amja,CR-OP06_E_S2021,OP-CR,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,409,Port Jackson Glassfish,amja,SY-PH03_E_S2020,SY-PH,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,18,Port Jackson Glassfish,amja,SY-TP15_C_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,65,Port Jackson Glassfish,amja,SY-TP55_E_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,61,Port Jackson Glassfish,amja,SY-TP01_C_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,105,Port Jackson Glassfish,amja,SY-PH07_C_S2021,SY-PH,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,75,Port Jackson Glassfish,amja,SY-TP27_E_S2020,SY-TP,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,220,Port Jackson Glassfish,amja,SY-TP14_O_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,74,Port Jackson Glassfish,amja,SY-PH02_C_S2020,SY-PH,Summer,2020
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,18,Port Jackson Glassfish,amja,SY-TP03_O_S2021,SY-TP,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,1,Port Jackson Glassfish,amja,SY-PH12_E_S2021,SY-PH,Summer,2021
Ambassis jacksoniensis,Ambassidae,Ambassis,jacksoniensis,53,Port Jackson Glassfish,amja,SY-TP23_O_S2021,SY-TP,Summer,2021
Arenigobius bifrenatus,Gobiidae,Arenigobius,bifrenatus,1,Bridled Goby,arbi,CR-OP06_O_S2021,OP-CR,Summer,2021
Arenigobius bifrenatus,Gobiidae,Arenigobius,bifrenatus,1,Bridled Goby,arbi,SY-TP27_C_S2020,SY-TP,Summer,2020
Arenigobius bifrenatus,Gobiidae,Arenigobius,bifrenatus,1,Bridled Goby,arbi,SY-PH10_O_S2020,SY-PH,Summer,2020
Arripis trutta,Arripidae,Arripis,trutta,4,Eastern Australian Salmon,artr,CR-OP01_O_S2021,OP-CR,Summer,2021
Arripis trutta,Arripidae,Arripis,trutta,11,Eastern Australian Salmon,artr,CR-OP09_O_S2021,OP-CR,Summer,2021
Arripis trutta,Arripidae,Arripis,trutta,8,Eastern Australian Salmon,artr,CR-OP01_E_S2021,OP-CR,Summer,2021
Atypichthys strigatus,Scorpididae,Atypichthys,strigatus,1,Australian Mado,atst,SY-TP37_C_S2021,SY-TP,Summer,2021
Atherinomorus vaigiensis,Atherinidae,Atherinomorus,vaigiensis,11,Ogilby's Hardyhead,atva,SY-PH01_C_S2020,SY-PH,Summer,2020
Atherinomorus vaigiensis,Atherinidae,Atherinomorus,vaigiensis,18,Ogilby's Hardyhead,atva,SY-TP06_O_S2021,SY-TP,Summer,2021
Atherinomorus vaigiensis,Atherinidae,Atherinomorus,vaigiensis,39,Ogilby's Hardyhead,atva,SY-PH02_O_S2020,SY-PH,Summer,2020
Atherinomorus vaigiensis,Atherinidae,Atherinomorus,vaigiensis,46,Ogilby's Hardyhead,atva,SY-PH06_O_S2020,SY-PH,Summer,2020
Atherinomorus vaigiensis,Atherinidae,Atherinomorus,vaigiensis,42,Ogilby's Hardyhead,atva,CR-OP02_O_S2021,OP-CR,Summer,2021
Atherinomorus vaigiensis,Atherinidae,Atherinomorus,vaigiensis,230,Ogilby's Hardyhead,atva,SY-PH09_C_S2020,SY-PH,Summer,2020
Atherinomorus vaigiensis,Atherinidae,Atherinomorus,vaigiensis,2,Ogilby's Hardyhead,atva,SY-PH01_O_S2020,SY-PH,Summer,2020
Atherinomorus vaigiensis,Atherinidae,Atherinomorus,vaigiensis,184,Ogilby's Hardyhead,atva,SY-PH06_O_S2021,SY-PH,Summer,2021
Atherinomorus vaigiensis,Atherinidae,Atherinomorus,vaigiensis,38,Ogilby's Hardyhead,atva,SY-PH08_O_S2020,SY-PH,Summer,2020
Atherinomorus vaigiensis,Atherinidae,Atherinomorus,vaigiensis,67,Ogilby's Hardyhead,atva,SY-PH02_E_S2020,SY-PH,Summer,2020
Atherinomorus vaigiensis,Atherinidae,Atherinomorus,vaigiensis,62,Ogilby's Hardyhead,atva,SY-PH05_O_S2020,SY-PH,Summer,2020
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,CR-OP01_C_S2021,OP-CR,Summer,2021
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,SY-TP55_E_S2021,SY-TP,Summer,2021
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,CR-OP05_O_S2021,OP-CR,Summer,2021
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,CR-OP06_E_S2021,OP-CR,Summer,2021
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,SY-TP14_O_S2020,SY-TP,Summer,2020
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,2,Krefft's Frillgoby,bakr,SY-TP15_E_S2020,SY-TP,Summer,2020
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,2,Krefft's Frillgoby,bakr,SY-TP37_E_S2020,SY-TP,Summer,2020
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,2,Krefft's Frillgoby,bakr,SY-TP01_O_S2020,SY-TP,Summer,2020
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,CR-OP10_O_S2020,OP-CR,Summer,2020
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,CR-OP04_E_S2021,OP-CR,Summer,2021
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,2,Krefft's Frillgoby,bakr,CR-OP02_C_S2020,OP-CR,Summer,2020
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,CR-OP10_O_S2021,OP-CR,Summer,2021
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,CR-OP01_O_S2020,OP-CR,Summer,2020
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,CR-OP01_E_S2020,OP-CR,Summer,2020
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,SY-PH06_O_S2020,SY-PH,Summer,2020
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,CR-OP01_E_S2021,OP-CR,Summer,2021
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,SY-TP06_E_S2020,SY-TP,Summer,2020
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,SY-PH11_E_S2021,SY-PH,Summer,2021
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,SY-PH01_E_S2021,SY-PH,Summer,2021
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,CR-OP08_E_S2021,OP-CR,Summer,2021
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,SY-PH09_E_S2020,SY-PH,Summer,2020
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,CR-OP04_O_S2021,OP-CR,Summer,2021
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,CR-OP10_E_S2021,OP-CR,Summer,2021
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,SY-TP27_E_S2020,SY-TP,Summer,2020
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,CR-OP09_E_S2021,OP-CR,Summer,2021
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,SY-TP57_E_S2020,SY-TP,Summer,2020
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,SY-PH02_O_S2021,SY-PH,Summer,2021
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,CR-OP02_E_S2020,OP-CR,Summer,2020
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,SY-TP27_E_S2021,SY-TP,Summer,2021
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,CR-OP02_E_S2021,OP-CR,Summer,2021
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,CR-OP04_C_S2021,OP-CR,Summer,2021
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,2,Krefft's Frillgoby,bakr,SY-PH10_E_S2021,SY-PH,Summer,2021
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,CR-OP05_O_S2020,OP-CR,Summer,2020
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,SY-PH03_O_S2021,SY-PH,Summer,2021
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,SY-PH03_E_S2021,SY-PH,Summer,2021
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,SY-PH08_E_S2021,SY-PH,Summer,2021
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,1,Krefft's Frillgoby,bakr,SY-PH09_E_S2021,SY-PH,Summer,2021
Bathygobius krefftii,Gobiidae,Bathygobius,krefftii,2,Krefft's Frillgoby,bakr,CR-OP09_O_S2021,OP-CR,Summer,2021
Centropogon australis,Tetrarogidae,Centropogon,australis,1,Eastern Fortescue,ceau,CR-OP10_E_S2020,OP-CR,Summer,2020
